calendar_year,amount,currency,agency,sub_agency,transaction_type
2017,2046362.0,USD,UN,UN,Development Assistance
2011,702255180.0,USD,FAO,FAO,Development Assistance
2011,935562000.0,USD,IFAD,IFAD,Development Assistance
2011,647620147.0,USD,IOM,IOM,Development Assistance
2011,434364000.0,USD,UN,UN,Development Assistance
2011,59498991.0,USD,UNHABITAT,UNHABITAT,Development Assistance
2011,5516013890.0,USD,UNDP,UNDP,Development Assistance
2011,522276836.0,USD,UNEP,UNEP,Global Agenda and Specialised Assistance
2011,562705309.0,USD,UNESCO,UNESCO,Development Assistance
2011,824500000.0,USD,UNFPA,UNFPA,Development Assistance
2011,2794719000.0,USD,UNICEF,UNICEF,Development Assistance
2011,245597643.0,USD,UNIDO,UNIDO,Development Assistance
2011,76042471.0,USD,UNOPS,UNOPS,Development Assistance
2011,198315000.0,USD,UNWOMEN,UNWOMEN,Development Assistance
2011,382974416.0,USD,WFP,WFP,Development Assistance
2011,69677179.0,USD,WIPO,WIPO,Development Assistance
2011,457219568.0,USD,FAO,FAO,Humanitarian Assistance
2011,508944202.0,USD,IOM,IOM,Humanitarian Assistance
2011,301324201.0,USD,UN,UN,Humanitarian Assistance
2011,6493232.0,USD,UNHABITAT,UNHABITAT,Humanitarian Assistance
2011,2181099628.0,USD,UNHCR,UNHCR,Humanitarian Assistance
2011,999018000.0,USD,UNICEF,UNICEF,Humanitarian Assistance
2011,617275000.0,USD,UNRWA,UNRWA,Humanitarian Assistance
2011,3798048214.0,USD,WFP,WFP,Humanitarian Assistance
2011,7573730000.0,USD,UN-DPO,UN-DPO,Peace Operations
2011,0.0,USD,FAO,FAO,Peace Operations
2011,94771802.0,USD,UN,UN,Peace Operations
2011,340867598.0,USD,FAO,FAO,Global Agenda and Specialised Assistance
2011,74175730.0,USD,IAEA,IAEA,Global Agenda and Specialised Assistance
2011,96387781.0,USD,ICAO,ICAO,Global Agenda and Specialised Assistance
2011,249187824.0,USD,ILO,ILO,Global Agenda and Specialised Assistance
2011,15137137.0,USD,IMO,IMO,Global Agenda and Specialised Assistance
2011,153145540.0,USD,IOM,IOM,Global Agenda and Specialised Assistance
2011,86996000.0,USD,ITC,ITC,Development Assistance
2011,836321196.0,USD,PAHO,PAHO,Development Assistance
2011,199073000.0,USD,UN,UN,Other (combined Normative and Technical Cooperation)
2011,131712853.0,USD,UNHABITAT,UNHABITAT,Development Assistance
2011,320801000.0,USD,UNAIDS,UNAIDS,Development Assistance
2011,187568436.0,USD,UNESCO,UNESCO,Development Assistance
2011,239197187.0,USD,UNODC,UNODC,Development Assistance
2011,6494562.0,USD,UN Tourism,UN Tourism,Global Agenda and Specialised Assistance
2011,2514503652.0,USD,WHO,WHO,Development Assistance
2011,83419459.0,USD,WMO,WMO,Global Agenda and Specialised Assistance
2011,25263926.0,USD,WTO,WTO,Development Assistance
2011,448130608.0,USD,IAEA,IAEA,Global Agenda and Specialised Assistance
2011,116466372.0,USD,ICAO,ICAO,Global Agenda and Specialised Assistance
2011,385429207.0,USD,ILO,ILO,Development Assistance
2011,55839792.0,USD,IMO,IMO,Global Agenda and Specialised Assistance
2011,207808258.0,USD,ITU,ITU,Global Agenda and Specialised Assistance
2011,3327312997.0,USD,UN,UN,Other (combined Normative and Technical Cooperation)
2011,28635188.0,USD,UNHABITAT,UNHABITAT,Global Agenda and Specialised Assistance
2011,89096133.0,USD,UNEP,UNEP,Development Assistance
2011,187568436.0,USD,UNESCO,UNESCO,Global Agenda and Specialised Assistance
2011,22351310.0,USD,UNITAR,UNITAR,Global Agenda and Specialised Assistance
2011,55155000.0,USD,UNU,UNU,Global Agenda and Specialised Assistance
2011,16760249.0,USD,UN Tourism,UN Tourism,Global Agenda and Specialised Assistance
2011,56837037.0,USD,UPU,UPU,Global Agenda and Specialised Assistance
2011,271274861.0,USD,WIPO,WIPO,Global Agenda and Specialised Assistance
2011,205237443.0,USD,WTO,WTO,Global Agenda and Specialised Assistance
2012,565074494.0,USD,FAO,FAO,Development Assistance
2012,186158000.0,USD,IFAD,IFAD,Development Assistance
2012,569235940.0,USD,IOM,IOM,Development Assistance
2012,76227000.0,USD,ITC,ITC,Development Assistance
2012,450649163.0,USD,UN,UN,Development Assistance
2012,5244435060.0,USD,UNDP,UNDP,Development Assistance
2012,387264305.0,USD,UNEP,UNEP,Global Agenda and Specialised Assistance
2012,483699893.0,USD,UNESCO,UNESCO,Development Assistance
2012,810710695.0,USD,UNFPA,UNFPA,Development Assistance
2012,2790076616.0,USD,UNICEF,UNICEF,Development Assistance
2012,315344389.0,USD,UNIDO,UNIDO,Development Assistance
2012,235880070.0,USD,UNWOMEN,UNWOMEN,Development Assistance
2012,424628919.0,USD,WFP,WFP,Development Assistance
2012,70992003.0,USD,WIPO,WIPO,Development Assistance
2012,438677230.0,USD,FAO,FAO,Humanitarian Assistance
2012,500078610.0,USD,IOM,IOM,Humanitarian Assistance
2012,921913207.0,USD,UN,UN,Humanitarian Assistance
2012,2305929272.0,USD,UNHCR,UNHCR,Humanitarian Assistance
2012,823148884.0,USD,UNICEF,UNICEF,Humanitarian Assistance
2012,664041435.0,USD,UNRWA,UNRWA,Humanitarian Assistance
2012,4025383858.0,USD,WFP,WFP,Humanitarian Assistance
2012,7544235000.0,USD,UN-DPO,UN-DPO,Peace Operations
2012,83648164.0,USD,UN,UN,Peace Operations
2012,0.0,USD,FAO,FAO,Global Agenda and Specialised Assistance
2012,94525203.0,USD,IAEA,IAEA,Global Agenda and Specialised Assistance
2012,98157741.0,USD,ICAO,ICAO,Global Agenda and Specialised Assistance
2012,240277921.0,USD,ILO,ILO,Global Agenda and Specialised Assistance
2012,20795496.0,USD,IMO,IMO,Global Agenda and Specialised Assistance
2012,161329313.0,USD,IOM,IOM,Global Agenda and Specialised Assistance
2012,908104309.0,USD,PAHO,PAHO,Development Assistance
2012,193662666.0,USD,UN,UN,Other (combined Normative and Technical Cooperation)
2012,279913491.0,USD,UNAIDS,UNAIDS,Development Assistance
2012,161233298.0,USD,UNESCO,UNESCO,Development Assistance
2012,265618288.0,USD,UNODC,UNODC,Development Assistance
2012,5253072.0,USD,UN Tourism,UN Tourism,Global Agenda and Specialised Assistance
2012,45818280.0,USD,UPU,UPU,Global Agenda and Specialised Assistance
2012,92718581.0,USD,WMO,WMO,Global Agenda and Specialised Assistance
2012,21344057.0,USD,WTO,WTO,Development Assistance
2012,339645848.0,USD,FAO,FAO,Global Agenda and Specialised Assistance
2012,497230789.0,USD,IAEA,IAEA,Global Agenda and Specialised Assistance
2012,122341620.0,USD,ICAO,ICAO,Global Agenda and Specialised Assistance
2012,388977373.0,USD,ILO,ILO,Development Assistance
2012,59213093.0,USD,IMO,IMO,Global Agenda and Specialised Assistance
2012,215242739.0,USD,ITU,ITU,Global Agenda and Specialised Assistance
2012,2554847680.0,USD,UN,UN,Other (combined Normative and Technical Cooperation)
2012,91777722.0,USD,UNEP,UNEP,Development Assistance
2012,161233298.0,USD,UNESCO,UNESCO,Global Agenda and Specialised Assistance
2012,21032470.0,USD,UNITAR,UNITAR,Global Agenda and Specialised Assistance
2012,62403000.0,USD,UNU,UNU,Global Agenda and Specialised Assistance
2012,18645803.0,USD,UN Tourism,UN Tourism,Global Agenda and Specialised Assistance
2012,28194149.0,USD,UPU,UPU,Global Agenda and Specialised Assistance
2012,281680426.0,USD,WIPO,WIPO,Global Agenda and Specialised Assistance
2012,241897704.0,USD,WTO,WTO,Global Agenda and Specialised Assistance
2012,18473533.0,USD,UNHABITAT,UNHABITAT,Development Assistance
2012,154613612.0,USD,WHO,WHO,Development Assistance
2012,11170394.0,USD,UNHABITAT,UNHABITAT,Humanitarian Assistance
2012,56046000.0,USD,UNOPS,UNOPS,Humanitarian Assistance
2012,170691694.0,USD,WHO,WHO,Humanitarian Assistance
2012,285185000.0,USD,UNOPS,UNOPS,Peace Operations
2012,129134147.0,USD,UNHABITAT,UNHABITAT,Development Assistance
2012,335384000.0,USD,UNOPS,UNOPS,Development Assistance
2012,199207496.0,USD,WHO,WHO,Development Assistance
2012,21662926.0,USD,UNHABITAT,UNHABITAT,Global Agenda and Specialised Assistance
2012,1555450604.0,USD,WHO,WHO,Global Agenda and Specialised Assistance
2013,647733798.0,USD,FAO,FAO,Development Assistance
2013,186908000.0,USD,IFAD,IFAD,Development Assistance
2013,604185973.0,USD,IOM,IOM,Development Assistance
2013,79353000.0,USD,ITC,ITC,Development Assistance
2013,445731557.0,USD,UN,UN,Development Assistance
2013,25611548.0,USD,UNHABITAT,UNHABITAT,Development Assistance
2013,5244451435.0,USD,UNDP,UNDP,Development Assistance
2013,516116574.0,USD,UNEP,UNEP,Global Agenda and Specialised Assistance
2013,488322946.0,USD,UNESCO,UNESCO,Development Assistance
2013,913340299.0,USD,UNFPA,UNFPA,Development Assistance
2013,3077650674.0,USD,UNICEF,UNICEF,Development Assistance
2013,330774686.0,USD,UNIDO,UNIDO,Development Assistance
2013,264104992.0,USD,UNWOMEN,UNWOMEN,Development Assistance
2013,453336448.0,USD,WFP,WFP,Development Assistance
2013,139342764.0,USD,WHO,WHO,Development Assistance
2013,80367836.0,USD,WIPO,WIPO,Development Assistance
2013,276117247.6,USD,WTO,WTO,Global Agenda and Specialised Assistance
2013,390965032.0,USD,FAO,FAO,Humanitarian Assistance
2013,448154667.0,USD,IOM,IOM,Humanitarian Assistance
2013,986928923.0,USD,UN,UN,Humanitarian Assistance
2013,15630316.0,USD,UNHABITAT,UNHABITAT,Humanitarian Assistance
2013,2704187100.0,USD,UNHCR,UNHCR,Humanitarian Assistance
2013,1004450790.0,USD,UNICEF,UNICEF,Humanitarian Assistance
2013,710501246.0,USD,UNRWA,UNRWA,Humanitarian Assistance
2013,4314356670.0,USD,WFP,WFP,Humanitarian Assistance
2013,186054512.0,USD,WHO,WHO,Humanitarian Assistance
2013,7273147000.0,USD,UN-DPO,UN-DPO,Peace Operations
2013,76247056.0,USD,UN,UN,Peace Operations
2013,102166871.0,USD,IAEA,IAEA,Global Agenda and Specialised Assistance
2013,116696581.0,USD,ICAO,ICAO,Global Agenda and Specialised Assistance
2013,253148175.0,USD,ILO,ILO,Global Agenda and Specialised Assistance
2013,19938956.0,USD,IMO,IMO,Global Agenda and Specialised Assistance
2013,180313628.0,USD,IOM,IOM,Global Agenda and Specialised Assistance
2013,1070222402.0,USD,PAHO,PAHO,Development Assistance
2013,196946801.0,USD,UN,UN,Other (combined Normative and Technical Cooperation)
2013,102744329.0,USD,UNHABITAT,UNHABITAT,Development Assistance
2013,295195415.0,USD,UNAIDS,UNAIDS,Development Assistance
2013,162774315.0,USD,UNESCO,UNESCO,Development Assistance
2013,257637712.0,USD,UNODC,UNODC,Development Assistance
2013,703639000.0,USD,UNOPS,UNOPS,Development Assistance
2013,4248031.0,USD,UN Tourism,UN Tourism,Global Agenda and Specialised Assistance
2013,47058008.0,USD,UPU,UPU,Global Agenda and Specialised Assistance
2013,262697294.0,USD,WHO,WHO,Development Assistance
2013,86004836.0,USD,WMO,WMO,Global Agenda and Specialised Assistance
2013,29376498.65,USD,WTO,WTO,Development Assistance
2013,341295331.0,USD,FAO,FAO,Global Agenda and Specialised Assistance
2013,528075730.0,USD,IAEA,IAEA,Global Agenda and Specialised Assistance
2013,114720352.0,USD,ICAO,ICAO,Global Agenda and Specialised Assistance
2013,470672112.0,USD,ILO,ILO,Development Assistance
2013,58749739.0,USD,IMO,IMO,Global Agenda and Specialised Assistance
2013,218892602.0,USD,ITU,ITU,Global Agenda and Specialised Assistance
2013,2604535283.0,USD,UN,UN,Other (combined Normative and Technical Cooperation)
2013,24214807.0,USD,UNHABITAT,UNHABITAT,Global Agenda and Specialised Assistance
2013,85848479.0,USD,UNEP,UNEP,Development Assistance
2013,162774315.0,USD,UNESCO,UNESCO,Global Agenda and Specialised Assistance
2013,21129527.0,USD,UNITAR,UNITAR,Global Agenda and Specialised Assistance
2013,66854000.0,USD,UNU,UNU,Global Agenda and Specialised Assistance
2013,20867532.0,USD,UN Tourism,UN Tourism,Global Agenda and Specialised Assistance
2013,28957012.0,USD,UPU,UPU,Global Agenda and Specialised Assistance
2013,1672903759.0,USD,WHO,WHO,Global Agenda and Specialised Assistance
2013,298978588.0,USD,WIPO,WIPO,Global Agenda and Specialised Assistance
2014,424040648.0,USD,FAO,FAO,Development Assistance
2014,183085000.0,USD,IFAD,IFAD,Development Assistance
2014,703238212.0,USD,IOM,IOM,Development Assistance
2014,88418000.0,USD,ITC,ITC,Development Assistance
2014,7449715.0,USD,UN,UN,Development Assistance
2014,55970748.0,USD,UNHABITAT,UNHABITAT,Development Assistance
2014,5314299948.0,USD,UNDP,UNDP,Development Assistance
2014,474407008.0,USD,UNEP,UNEP,Global Agenda and Specialised Assistance
2014,481299393.0,USD,UNESCO,UNESCO,Development Assistance
2014,1002115396.0,USD,UNFPA,UNFPA,Development Assistance
2014,2821350833.0,USD,UNICEF,UNICEF,Development Assistance
2014,232720432.0,USD,UNIDO,UNIDO,Development Assistance
2014,270537896.0,USD,UNWOMEN,UNWOMEN,Development Assistance
2014,383659586.0,USD,WFP,WFP,Development Assistance
2014,125491516.0,USD,WHO,WHO,Development Assistance
2014,89565334.0,USD,WIPO,WIPO,Development Assistance
2014,404174786.0,USD,FAO,FAO,Humanitarian Assistance
2014,576867798.0,USD,IOM,IOM,Humanitarian Assistance
2014,1830394628.0,USD,UN,UN,Humanitarian Assistance
2014,17398212.0,USD,UNHABITAT,UNHABITAT,Humanitarian Assistance
2014,3360740751.0,USD,UNHCR,UNHCR,Humanitarian Assistance
2014,1719047476.0,USD,UNICEF,UNICEF,Humanitarian Assistance
2014,58827000.0,USD,UNOPS,UNOPS,Humanitarian Assistance
2014,1298494000.0,USD,UNRWA,UNRWA,Humanitarian Assistance
2014,4613118728.0,USD,WFP,WFP,Humanitarian Assistance
2014,296653252.0,USD,WHO,WHO,Humanitarian Assistance
2014,7862742000.0,USD,UN-DPO,UN-DPO,Peace Operations
2014,25657917.0,USD,UN,UN,Peace Operations
2014,305639000.0,USD,UNOPS,UNOPS,Peace Operations
2014,0.0,USD,FAO,FAO,Global Agenda and Specialised Assistance
2014,92870565.0,USD,IAEA,IAEA,Global Agenda and Specialised Assistance
2014,113465852.0,USD,ICAO,ICAO,Global Agenda and Specialised Assistance
2014,245959254.0,USD,ILO,ILO,Global Agenda and Specialised Assistance
2014,14304673.0,USD,IMO,IMO,Global Agenda and Specialised Assistance
2014,184800824.0,USD,IOM,IOM,Global Agenda and Specialised Assistance
2014,13491423.0,USD,ITU,ITU,Development Assistance
2014,1645688652.0,USD,PAHO,PAHO,Development Assistance
2014,154926628.0,USD,UN,UN,Other (combined Normative and Technical Cooperation)
2014,77337954.0,USD,UNHABITAT,UNHABITAT,Development Assistance
2014,295725197.0,USD,UNAIDS,UNAIDS,Development Assistance
2014,160433131.0,USD,UNESCO,UNESCO,Development Assistance
2014,23737000.0,USD,UNITAR,UNITAR,Global Agenda and Specialised Assistance
2014,325421373.0,USD,UNODC,UNODC,Development Assistance
2014,302209000.0,USD,UNOPS,UNOPS,Development Assistance
2014,3065125.0,USD,UN Tourism,UN Tourism,Global Agenda and Specialised Assistance
2014,1600927.0,USD,UPU,UPU,Global Agenda and Specialised Assistance
2014,224908793.0,USD,WHO,WHO,Development Assistance
2014,98226832.0,USD,WMO,WMO,Global Agenda and Specialised Assistance
2014,21319930.0,USD,WTO,WTO,Development Assistance
2014,417297697.0,USD,FAO,FAO,Global Agenda and Specialised Assistance
2014,487645464.0,USD,IAEA,IAEA,Global Agenda and Specialised Assistance
2014,108730870.0,USD,ICAO,ICAO,Global Agenda and Specialised Assistance
2014,365367148.0,USD,ILO,ILO,Development Assistance
2014,55591052.0,USD,IMO,IMO,Global Agenda and Specialised Assistance
2014,174599534.0,USD,ITU,ITU,Global Agenda and Specialised Assistance
2014,3126222212.0,USD,UN,UN,Other (combined Normative and Technical Cooperation)
2014,45376086.0,USD,UNHABITAT,UNHABITAT,Global Agenda and Specialised Assistance
2014,88894852.0,USD,UNEP,UNEP,Development Assistance
2014,160433131.0,USD,UNESCO,UNESCO,Global Agenda and Specialised Assistance
2014,75608000.0,USD,UNU,UNU,Global Agenda and Specialised Assistance
2014,21699331.0,USD,UN Tourism,UN Tourism,Global Agenda and Specialised Assistance
2014,61644788.0,USD,UPU,UPU,Global Agenda and Specialised Assistance
2014,1669537252.0,USD,WHO,WHO,Global Agenda and Specialised Assistance
2014,248029404.0,USD,WIPO,WIPO,Global Agenda and Specialised Assistance
2014,233856127.0,USD,WTO,WTO,Global Agenda and Specialised Assistance
2015,453401243.0,USD,FAO,FAO,Development Assistance
2015,168226000.0,USD,IFAD,IFAD,Development Assistance
2015,754564422.0,USD,IOM,IOM,Development Assistance
2015,102654000.0,USD,ITC,ITC,Development Assistance
2015,582924374.0,USD,UN,UN,Development Assistance
2015,26940529.0,USD,UNHABITAT,UNHABITAT,Development Assistance
2015,5057413898.0,USD,UNDP,UNDP,Development Assistance
2015,457494625.0,USD,UNESCO,UNESCO,Development Assistance
2015,924276000.0,USD,UNFPA,UNFPA,Development Assistance
2015,2782751274.0,USD,UNICEF,UNICEF,Development Assistance
2015,244140762.0,USD,UNIDO,UNIDO,Development Assistance
2015,75788000.0,USD,UNOPS,UNOPS,Development Assistance
2015,314974000.0,USD,UNWOMEN,UNWOMEN,Development Assistance
2015,334399615.0,USD,WFP,WFP,Development Assistance
2015,152507344.0,USD,WHO,WHO,Development Assistance
2015,74981000.0,USD,WIPO,WIPO,Development Assistance
2015,351253953.0,USD,FAO,FAO,Humanitarian Assistance
2015,665875391.0,USD,IOM,IOM,Humanitarian Assistance
2015,1660844517.0,USD,UN,UN,Humanitarian Assistance
2015,16941918.0,USD,UNHABITAT,UNHABITAT,Humanitarian Assistance
2015,53099687.0,USD,UNFPA,UNFPA,Humanitarian Assistance
2015,3278871762.0,USD,UNHCR,UNHCR,Humanitarian Assistance
2015,2294850382.0,USD,UNICEF,UNICEF,Humanitarian Assistance
2015,46808000.0,USD,UNOPS,UNOPS,Humanitarian Assistance
2015,1333774841.0,USD,UNRWA,UNRWA,Humanitarian Assistance
2015,4559072778.0,USD,WFP,WFP,Humanitarian Assistance
2015,480376391.0,USD,WHO,WHO,Humanitarian Assistance
2015,8759159000.0,USD,UN-DPO,UN-DPO,Peace Operations
2015,31885124.0,USD,UN,UN,Peace Operations
2015,228053000.0,USD,UNOPS,UNOPS,Peace Operations
2015,85078775.0,USD,IAEA,IAEA,Global Agenda and Specialised Assistance
2015,93062362.0,USD,ICAO,ICAO,Global Agenda and Specialised Assistance
2015,235448643.0,USD,ILO,ILO,Global Agenda and Specialised Assistance
2015,12456876.0,USD,IMO,IMO,Global Agenda and Specialised Assistance
2015,173681855.0,USD,IOM,IOM,Global Agenda and Specialised Assistance
2015,10575729.0,USD,ITU,ITU,Development Assistance
2015,1379321927.0,USD,PAHO,PAHO,Development Assistance
2015,206135486.0,USD,UN,UN,Other (combined Normative and Technical Cooperation)
2015,53513506.0,USD,UNHABITAT,UNHABITAT,Development Assistance
2015,293936807.0,USD,UNAIDS,UNAIDS,Development Assistance
2015,152498208.0,USD,UNESCO,UNESCO,Development Assistance
2015,278919255.0,USD,UNODC,UNODC,Development Assistance
2015,320877000.0,USD,UNOPS,UNOPS,Development Assistance
2015,3367651.0,USD,UN Tourism,UN Tourism,Global Agenda and Specialised Assistance
2015,2572012.0,USD,UPU,UPU,Global Agenda and Specialised Assistance
2015,253135298.0,USD,WHO,WHO,Development Assistance
2015,102471241.0,USD,WMO,WMO,Global Agenda and Specialised Assistance
2015,20703371.0,USD,WTO,WTO,Development Assistance
2015,414580192.0,USD,FAO,FAO,Global Agenda and Specialised Assistance
2015,485464989.0,USD,IAEA,IAEA,Global Agenda and Specialised Assistance
2015,101741485.0,USD,ICAO,ICAO,Global Agenda and Specialised Assistance
2015,423460274.0,USD,ILO,ILO,Development Assistance
2015,55597927.0,USD,IMO,IMO,Global Agenda and Specialised Assistance
2015,181257316.0,USD,ITU,ITU,Global Agenda and Specialised Assistance
2015,3131350404.0,USD,UN,UN,Other (combined Normative and Technical Cooperation)
2015,69666063.0,USD,UNHABITAT,UNHABITAT,Global Agenda and Specialised Assistance
2015,559703000.0,USD,UNEP,UNEP,Global Agenda and Specialised Assistance
2015,152498208.0,USD,UNESCO,UNESCO,Global Agenda and Specialised Assistance
2015,23473000.0,USD,UNITAR,UNITAR,Global Agenda and Specialised Assistance
2015,74632000.0,USD,UNU,UNU,Global Agenda and Specialised Assistance
2015,23646012.0,USD,UN Tourism,UN Tourism,Global Agenda and Specialised Assistance
2015,76693746.0,USD,UPU,UPU,Global Agenda and Specialised Assistance
2015,1852641282.0,USD,WHO,WHO,Global Agenda and Specialised Assistance
2015,276858000.0,USD,WIPO,WIPO,Global Agenda and Specialised Assistance
2015,226323810.0,USD,WTO,WTO,Global Agenda and Specialised Assistance
2016,460742988.0,USD,FAO,FAO,Development Assistance
2016,169727000.0,USD,IFAD,IFAD,Development Assistance
2016,567317842.0,USD,IOM,IOM,Development Assistance
2016,91197000.0,USD,ITC,ITC,Development Assistance
2016,1762927.0,USD,ITU,ITU,Development Assistance
2016,709197000.0,USD,UN,UN,Development Assistance
2016,61980404.0,USD,UNHABITAT,UNHABITAT,Development Assistance
2016,181750055.0,USD,UNAIDS,UNAIDS,Development Assistance
2016,4659525828.0,USD,UNDP,UNDP,Development Assistance
2016,398210228.0,USD,UNESCO,UNESCO,Development Assistance
2016,844803603.0,USD,UNFPA,UNFPA,Development Assistance
2016,2899073124.0,USD,UNICEF,UNICEF,Development Assistance
2016,235511425.0,USD,UNIDO,UNIDO,Development Assistance
2016,116733000.0,USD,UNOPS,UNOPS,Development Assistance
2016,339801000.0,USD,UNWOMEN,UNWOMEN,Development Assistance
2016,337209860.0,USD,WFP,WFP,Development Assistance
2016,152602283.0,USD,WHO,WHO,Development Assistance
2016,73133740.0,USD,WIPO,WIPO,Development Assistance
2016,314801837.0,USD,FAO,FAO,Humanitarian Assistance
2016,801518533.0,USD,IOM,IOM,Humanitarian Assistance
2016,1925690000.0,USD,UN,UN,Humanitarian Assistance
2016,12473530.0,USD,UNHABITAT,UNHABITAT,Humanitarian Assistance
2016,77714189.0,USD,UNFPA,UNFPA,Humanitarian Assistance
2016,3846924119.0,USD,UNHCR,UNHCR,Humanitarian Assistance
2016,2528181910.0,USD,UNICEF,UNICEF,Humanitarian Assistance
2016,52163000.0,USD,UNOPS,UNOPS,Humanitarian Assistance
2016,1316762306.0,USD,UNRWA,UNRWA,Humanitarian Assistance
2016,5018199183.0,USD,WFP,WFP,Humanitarian Assistance
2016,340307917.0,USD,WHO,WHO,Humanitarian Assistance
2016,8876176000.0,USD,UN-DPO,UN-DPO,Peace Operations
2016,37442000.0,USD,UN,UN,Peace Operations
2016,274471000.0,USD,UNOPS,UNOPS,Peace Operations
2016,85799163.0,USD,IAEA,IAEA,Global Agenda and Specialised Assistance
2016,108720761.0,USD,ICAO,ICAO,Global Agenda and Specialised Assistance
2016,199272711.0,USD,ILO,ILO,Global Agenda and Specialised Assistance
2016,10547639.0,USD,IMO,IMO,Global Agenda and Specialised Assistance
2016,233471042.0,USD,IOM,IOM,Global Agenda and Specialised Assistance
2016,11099580.0,USD,ITU,ITU,Development Assistance
2016,1363470773.0,USD,PAHO,PAHO,Development Assistance
2016,188584000.0,USD,UN,UN,Other (combined Normative and Technical Cooperation)
2016,60104070.0,USD,UNHABITAT,UNHABITAT,Development Assistance
2016,132736743.0,USD,UNESCO,UNESCO,Development Assistance
2016,241906000.0,USD,UNODC,UNODC,Development Assistance
2016,326506000.0,USD,UNOPS,UNOPS,Development Assistance
2016,4972566.0,USD,UN Tourism,UN Tourism,Global Agenda and Specialised Assistance
2016,2915644.0,USD,UPU,UPU,Global Agenda and Specialised Assistance
2016,208477657.0,USD,WHO,WHO,Development Assistance
2016,98226341.0,USD,WMO,WMO,Global Agenda and Specialised Assistance
2016,19303415.0,USD,WTO,WTO,Development Assistance
2016,426273315.0,USD,FAO,FAO,Global Agenda and Specialised Assistance
2016,463845188.0,USD,IAEA,IAEA,Global Agenda and Specialised Assistance
2016,83625879.0,USD,ICAO,ICAO,Global Agenda and Specialised Assistance
2016,95749817.0,USD,ILO,ILO,Development Assistance
2016,379914472.0,USD,ILO,ILO,Development Assistance
2016,47273818.0,USD,IMO,IMO,Global Agenda and Specialised Assistance
2016,170742371.0,USD,ITU,ITU,Global Agenda and Specialised Assistance
2016,2852121000.0,USD,UN,UN,Other (combined Normative and Technical Cooperation)
2016,51875314.0,USD,UNHABITAT,UNHABITAT,Global Agenda and Specialised Assistance
2016,561342000.0,USD,UNEP,UNEP,Global Agenda and Specialised Assistance
2016,132736743.0,USD,UNESCO,UNESCO,Global Agenda and Specialised Assistance
2016,23854000.0,USD,UNITAR,UNITAR,Global Agenda and Specialised Assistance
2016,89986553.0,USD,UNU,UNU,Global Agenda and Specialised Assistance
2016,18198766.0,USD,UN Tourism,UN Tourism,Global Agenda and Specialised Assistance
2016,74487892.0,USD,UPU,UPU,Global Agenda and Specialised Assistance
2016,1769674421.0,USD,WHO,WHO,Global Agenda and Specialised Assistance
2016,273903334.0,USD,WIPO,WIPO,Global Agenda and Specialised Assistance
2016,229931293.0,USD,WTO,WTO,Global Agenda and Specialised Assistance
2017,119922865.0,USD,ICAO,ICAO,Global Agenda and Specialised Assistance
2017,95303103.0,USD,ICAO,ICAO,Global Agenda and Specialised Assistance
2017,53975957.0,USD,IMO,IMO,Global Agenda and Specialised Assistance
2017,17262692.0,USD,IMO,IMO,Global Agenda and Specialised Assistance
2017,562234566.0,USD,UNEP,UNEP,Global Agenda and Specialised Assistance
2017,412901922.0,USD,UNESCO,UNESCO,Development Assistance
2017,137633974.0,USD,UNESCO,UNESCO,Development Assistance
2017,137633974.0,USD,UNESCO,UNESCO,Global Agenda and Specialised Assistance
2017,29779400.0,USD,UNOPS,UNOPS,Humanitarian Assistance
2017,367374970.0,USD,UNOPS,UNOPS,Development Assistance
2017,285275246.0,USD,UNOPS,UNOPS,Peace Operations
2017,133425780.0,USD,UNOPS,UNOPS,Development Assistance
2017,338615000.0,USD,UNWOMEN,UNWOMEN,Development Assistance
2017,3942839988.0,USD,UNHCR,UNHCR,Humanitarian Assistance
2017,62390530.0,USD,UNHABITAT,UNHABITAT,Global Agenda and Specialised Assistance
2017,75318223.0,USD,UNHABITAT,UNHABITAT,Development Assistance
2017,25744519.0,USD,UNHABITAT,UNHABITAT,Humanitarian Assistance
2017,34029904.0,USD,UNHABITAT,UNHABITAT,Development Assistance
2017,10027597.0,USD,UNSSC,UNSSC,Development Assistance
2017,186698415.0,USD,ICC,ICC,Global Agenda and Specialised Assistance
2017,2953629238.0,USD,UNICEF,UNICEF,Development Assistance
2017,2890183075.0,USD,UNICEF,UNICEF,Humanitarian Assistance
2017,331952764.0,USD,WFP,WFP,Development Assistance
2017,5892058119.0,USD,WFP,WFP,Humanitarian Assistance
2017,595104080.0,USD,IOM,IOM,Development Assistance
2017,740158591.0,USD,IOM,IOM,Humanitarian Assistance
2017,270090238.0,USD,IOM,IOM,Global Agenda and Specialised Assistance
2017,95353834.0,USD,UNFCCC,UNFCCC,Global Agenda and Specialised Assistance
2017,130606137.0,USD,UNFPA,UNFPA,Humanitarian Assistance
2017,796263180.0,USD,UNFPA,UNFPA,Development Assistance
2017,107838582.0,USD,UNU,UNU,Global Agenda and Specialised Assistance
2017,1435096541.0,USD,PAHO,PAHO,Development Assistance
2017,5094775419.0,USD,UNDP,UNDP,Development Assistance
2017,1310443631.0,USD,UNRWA,UNRWA,Humanitarian Assistance
2017,4103811.0,USD,UN Tourism,UN Tourism,Global Agenda and Specialised Assistance
